time,TRADER_FUNDAMENTAL_00,TRADER_FUNDAMENTAL_01,TRADER_FUNDAMENTAL_02,TRADER_FUNDAMENTAL_03,TRADER_FUNDAMENTAL_04,TRADER_FUNDAMENTAL_05,TRADER_FUNDAMENTAL_06,TRADER_FUNDAMENTAL_07,TRADER_FUNDAMENTAL_08,TRADER_FUNDAMENTAL_09,TRADER_FUNDAMENTAL_10,TRADER_FUNDAMENTAL_11,TRADER_FUNDAMENTAL_12,TRADER_FUNDAMENTAL_13,TRADER_FUNDAMENTAL_14,TRADER_FUNDAMENTAL_15,TRADER_FUNDAMENTAL_16,TRADER_FUNDAMENTAL_17,TRADER_FUNDAMENTAL_18,TRADER_FUNDAMENTAL_19,TRADER_MAO_00,TRADER_MAO_01,TRADER_MAO_02,TRADER_MAO_03,TRADER_MAO_04,TRADER_MAO_05,TRADER_MAO_06,TRADER_MAO_07,TRADER_MAO_08,TRADER_MAO_09,TRADER_MAO_10,TRADER_MAO_11,TRADER_MAO_12,TRADER_MAO_13,TRADER_MAO_14,TRADER_MAO_15,TRADER_MAO_16,TRADER_MAO_17,TRADER_MAO_18,TRADER_MAO_19,TRADER_MAO_50,TRADER_MAO_51,TRADER_MAO_52,TRADER_MAO_53,TRADER_MAO_54,TRADER_MAO_55,TRADER_MAO_56,TRADER_MAO_57,TRADER_MAO_58,TRADER_MAO_59,TRADER_MAO_60,TRADER_MAO_61,TRADER_MAO_62,TRADER_MAO_63,TRADER_MAO_64,TRADER_MAO_65,TRADER_MAO_66,TRADER_MAO_67,TRADER_MAO_68,TRADER_MAO_69,TRADER_Q_LEARNING_00,TRADER_Q_LEARNING_01,TRADER_Q_LEARNING_02,TRADER_Q_LEARNING_03,TRADER_Q_LEARNING_04,TRADER_RANDOM_00,TRADER_RANDOM_01,TRADER_RANDOM_02,TRADER_RANDOM_03,TRADER_RANDOM_04,TRADER_RANDOM_05,TRADER_RANDOM_06,TRADER_RANDOM_07,TRADER_RANDOM_08,TRADER_RANDOM_09,TRADER_RANDOM_10,TRADER_RANDOM_11,TRADER_RANDOM_12,TRADER_RANDOM_13,TRADER_RANDOM_14,TRADER_RANDOM_15,TRADER_RANDOM_16,TRADER_RANDOM_17,TRADER_RANDOM_18,TRADER_RANDOM_19
7650,954.242360,760.558550,734.047970,735.437250,709.847570,743.753020,-453.359590,1095.941490,858.885560,1016.834900,855.013270,641.178260,495.350460,723.468350,822.804950,946.338370,872.824030,993.601440,1060.869490,937.143860,-7.327520,16.325830,8.277220,17.327970,-42.935570,-27.111680,0.000000,7.900540,-11.716470,-22.591240,48.694120,-35.456820,13.428550,-19.359360,4.723080,-11.967850,-21.409880,-25.509800,-10.881580,-44.900390,-10.633390,-14.386710,-9.149460,-10.863450,-14.201660,-13.470580,-3.072520,-7.158530,19.147530,6.102140,-2.818830,0.805650,-6.186090,-1.486520,0.000000,-3.912880,-11.132730,-4.273460,-5.986410,-9.949720,-5020.253400,1075.230590,2532.481510,-3201.980340,-2376.787220,-614.585500,-561.799110,-403.373130,-281.494900,-424.689010,-88.613080,-196.181240,-442.426610,-442.336080,-490.401110,-328.383870,-470.282110,-635.936500,-276.271770,-573.645500,-414.624430,-316.311690,-530.720000,-264.733180,-508.503830
7700,800.394240,642.157500,708.936270,776.173870,621.159250,544.401660,433.922340,760.487450,571.851960,1011.048430,721.952350,282.500550,684.673210,698.777320,689.207870,412.672550,743.887460,857.972200,588.142890,796.352820,-3.977580,12.334680,-7.396730,26.921340,-9.947490,-14.426980,0.000000,16.996580,-0.644770,-5.983690,48.694120,-30.431910,6.608520,-8.918090,11.439470,-11.967850,-18.514060,-26.588450,-1.621460,-39.361430,-5.608480,-16.061680,3.041930,-7.513510,-9.176750,-11.795610,-3.072520,-8.833500,19.147530,6.102140,-2.818830,0.805650,-12.848870,-13.677910,0.000000,-3.912880,-7.782790,-2.598490,-5.986410,-6.618330,-1976.871030,-660.659990,417.031980,-1595.684110,-1113.118390,-623.871410,-509.299250,-309.814700,-302.249480,-443.576020,-153.504710,-326.101550,-428.420440,-294.192700,-527.851570,-275.488270,-390.167700,-559.873790,-270.277610,-401.552350,-492.733990,-575.342680,-611.916010,-273.351100,-491.311280
7750,973.571730,783.218990,755.751200,744.534810,713.634350,769.640910,-483.308270,1135.342610,882.378370,1030.381580,862.517450,679.760990,519.115700,753.238610,827.417500,981.784980,869.437160,1028.685500,1092.099350,971.519150,-7.501920,7.789270,-5.529690,27.631250,-48.001590,-16.294020,0.000000,14.295260,-13.329470,-25.010740,48.694120,-35.718420,6.608520,-20.383920,4.761020,-12.040090,-26.707130,-25.129800,-13.877500,-49.934450,-10.894990,-14.299510,-7.819990,-11.037850,-14.463260,-13.557780,-3.072520,-7.071330,19.147530,6.102140,-2.818830,0.805650,11.533910,-2.815990,0.000000,-3.912880,-11.307130,-4.360660,-5.986410,-18.809720,-5381.135940,1243.920560,2580.530790,-3285.605140,-2527.254860,-585.306520,-585.065700,-435.109070,-262.330560,-384.409420,-62.364370,-212.959750,-463.077720,-452.378330,-448.177060,-351.366290,-488.164030,-610.110090,-281.748670,-546.892550,-445.644440,-272.690940,-549.987830,-286.820280,-528.481880
7800,974.756870,790.712530,770.771270,746.785680,715.957570,767.281380,-455.005570,1123.257290,892.586840,1025.340840,865.874990,670.060160,532.676920,756.652490,823.432830,965.694190,883.333870,1033.909880,1085.462560,967.650630,-7.805540,-1.643660,-12.192470,22.388320,-42.400470,-9.631240,0.000000,13.233280,-11.462430,-22.210180,48.694120,-40.323360,5.427990,-22.224930,0.385410,-11.992350,-26.628470,-28.482390,-16.572930,-49.698470,-10.777000,-14.338840,-10.178070,-10.959190,-14.345270,-13.518450,-3.072520,-7.110660,19.147530,6.102140,-2.818830,0.805650,-10.189930,-0.457910,0.000000,-3.912880,-11.228470,-4.321330,-5.986410,-7.947800,-5389.629220,1231.916890,2522.879920,-3227.808240,-2556.932840,-555.532480,-579.463570,-417.983690,-278.394720,-417.961040,-49.249360,-176.008900,-463.463560,-440.933730,-452.875900,-320.939410,-498.209700,-641.976150,-276.129850,-522.546530,-431.050720,-297.694630,-547.514870,-287.970620,-530.465000
7850,185.654880,204.948600,568.994370,865.124090,307.026940,-134.322560,3560.240480,-402.828010,-440.745730,1004.484700,304.680070,-1075.839620,1352.910160,556.247910,255.037130,-1424.801400,343.828840,306.160730,-1074.915360,272.802880,7.158800,4.585280,12.190310,29.870490,-62.388810,-40.855510,0.000000,5.751110,-18.125210,-32.204350,43.704800,-10.394680,13.619400,30.150260,37.796260,-11.992350,-19.023370,-22.336960,28.320090,-4.805450,11.669510,-21.821010,-7.794250,4.005150,8.101240,-6.036280,-3.072520,-14.592830,19.147530,6.102140,-2.818830,0.805650,-14.906090,-2.841730,0.000000,-3.912880,3.735870,3.160840,-5.986410,-5.589720,9129.777140,-6929.736420,-6654.590470,3868.625000,3317.208210,-747.525950,-311.145370,50.727930,-337.507800,-623.141420,-459.945600,-757.630950,-342.212790,130.199500,-702.535180,-31.736120,-54.211540,-330.676120,-277.913860,147.317190,-761.832880,-1513.927320,-804.599240,-221.022730,-377.061730
7900,716.836370,597.430830,714.686700,791.687020,595.810280,473.316610,905.223660,623.568250,447.673340,1025.085140,689.288030,75.102170,816.734480,693.614530,636.297090,169.281940,710.954860,796.743860,373.534700,742.240270,-2.782740,-5.356260,-9.533530,24.899720,16.947600,-11.709000,0.000000,10.721880,6.257570,4.369820,43.797660,-30.277760,24.233540,-4.645130,12.942410,-11.992350,-23.994140,-27.101150,-1.504530,-34.630070,-3.242800,-16.850240,-3.306410,-5.936390,-6.811070,-11.007050,-3.072520,-9.622060,19.147530,6.102140,-2.818830,0.805650,-10.138450,-7.329570,0.000000,-3.912880,-6.205670,-1.809930,-5.986410,-7.973540,-618.386950,-1489.690690,-543.673370,-825.161330,-647.476370,-618.203590,-491.752080,-277.131630,-309.514220,-498.056020,-153.032760,-385.241590,-436.518260,-257.071260,-543.487700,-244.886220,-353.303610,-545.994890,-255.800180,-291.053070,-536.706850,-685.417010,-642.966650,-272.851070,-484.276280
7950,662.956960,558.872290,710.827000,791.686710,577.982000,414.784200,1236.366060,514.195790,359.693740,1024.775100,647.113740,-44.028540,877.551390,681.382080,607.450360,-2.577740,687.343050,748.756660,216.184660,691.417860,-1.693720,-4.267240,-14.249690,25.444230,-59.085840,-6.992840,0.000000,10.177370,-15.466270,-28.215940,40.891760,-28.099720,24.233540,-0.833560,15.664960,-11.992350,-23.449630,-27.054720,1.984080,-31.363010,-1.609270,-17.394750,-4.284690,-4.847370,-5.177540,-10.462540,-3.072520,-10.166570,19.147530,6.102140,-2.818830,0.805650,-1.162770,-6.351290,0.000000,-3.912880,-5.116650,-1.265420,-5.986410,-12.461380,385.637100,-2074.644450,-1195.727200,-294.358220,-293.975360,-646.948330,-471.922210,-247.183500,-296.952050,-501.678530,-207.593540,-421.473140,-431.977450,-234.198160,-565.204970,-216.990520,-316.383830,-514.880290,-238.579110,-269.265640,-549.610550,-763.991710,-673.362370,-281.117870,-481.431060
8000,35.722340,123.850780,562.872820,834.083730,222.724660,-249.186730,4224.007770,-639.273790,-615.812650,977.911140,226.574800,-1408.371550,1502.763340,499.848590,157.653400,-1775.377510,293.690480,167.166980,-1459.290650,153.482640,13.606810,6.804460,-9.482050,30.980080,-75.592400,-11.760480,0.000000,5.787940,-20.182430,-35.290180,41.836060,-5.956320,24.233540,37.917390,43.344210,-10.723520,-17.913780,-28.507670,31.281050,1.852090,14.998280,-22.930600,-9.620110,6.224330,11.430010,-4.926690,-3.072520,-15.702420,19.147530,6.102140,-2.818830,0.805650,-3.119330,-1.015870,0.000000,-3.912880,5.955050,4.270430,-5.986410,-11.483100,11562.357360,-8288.030280,-7920.894460,4806.126990,4203.754060,-805.368680,-314.308020,143.083520,-285.507530,-684.848220,-498.915430,-837.342740,-271.907880,168.513080,-759.173520,14.846480,-19.265890,-270.950830,-278.448340,229.842680,-817.626480,-1696.554010,-878.795950,-174.514530,-301.333640
8050,773.098620,632.163560,750.796450,802.542090,644.882280,531.140260,828.132750,705.729010,523.140720,1040.861680,731.089800,191.707620,804.747860,735.138850,686.172710,262.279950,761.592030,876.438390,477.219870,775.032940,-5.420240,-5.880240,-0.506370,24.637730,-58.905660,-20.736160,0.000000,5.787940,-15.414790,-28.138720,51.124840,-31.325720,24.233540,-6.479060,11.632460,-17.065870,-25.698540,-28.035520,-6.773050,-36.202010,-4.028770,-16.588250,-7.914180,-6.460370,-7.597040,-11.269040,-3.072520,-9.360070,19.147530,6.102140,-2.818830,0.805650,-13.790170,-2.721800,0.000000,-3.912880,-6.729650,-2.071920,-5.986410,-6.147680,-1406.913880,-1110.567490,-227.637960,-1068.104170,-1023.131910,-642.522560,-502.976170,-298.601360,-300.431970,-481.034730,-115.368540,-374.125160,-442.606610,-278.471220,-523.753910,-277.669230,-376.555910,-602.544940,-235.080810,-374.069390,-547.400960,-645.341890,-587.384830,-320.618230,-526.242620
8100,681.470440,553.227640,720.934600,803.434800,586.559960,421.776870,1342.417910,502.500290,362.262580,1028.789440,665.957720,-35.723960,913.332890,709.083250,618.996010,-35.710230,694.696640,780.643600,189.045730,692.679990,-2.619680,-4.013200,-4.507280,25.571250,-29.011520,-18.779600,0.000000,5.787940,-6.439110,-14.675200,42.660380,-27.591640,24.233540,0.055580,16.300060,-16.132350,-23.831500,-23.391130,-1.171930,-30.600890,-1.228210,-17.521770,-5.672100,-4.593330,-4.796480,-10.335520,-3.072520,-10.293590,19.147530,6.102140,-2.818830,0.805650,-10.378310,-4.963880,0.000000,-3.912880,-4.862610,-1.138400,-5.986410,-7.853610,496.081050,-2171.697470,-1349.441150,-202.731130,-277.080910,-670.847250,-485.420440,-228.812780,-303.168900,-523.247210,-186.184380,-454.618360,-412.791390,-219.500190,-565.535250,-226.039360,-330.719530,-554.667800,-243.615240,-297.978280,-578.387380,-813.286340,-642.488630,-281.872530,-484.519050
8150,1056.647630,846.151330,788.484690,825.052680,804.712220,817.836710,-438.292860,1233.744620,977.962500,1081.077990,933.097540,816.524130,505.589930,820.131930,886.360540,1026.419000,928.681570,1171.053770,1227.572190,1049.853010,-12.613850,-10.675980,-20.513540,22.239860,-36.837760,-8.108760,0.000000,5.787940,-8.395670,-17.610040,40.110760,-40.512590,24.233540,-23.264150,-0.356890,-18.223470,-30.494280,-27.623360,-21.160270,-50.487840,-11.222380,-14.190380,-4.338070,-11.256110,-14.790650,-13.666910,-3.072520,-6.962200,19.147530,5.690200,-2.818830,0.805650,-5.894150,-3.946550,0.000000,-3.912880,-11.525390,-4.469790,-6.142530,-10.095690,-6547.180940,1733.765700,2640.926210,-3293.614910,-3043.434470,-603.289200,-608.288650,-477.602580,-313.528000,-427.644800,33.302280,-235.355200,-475.104900,-425.021560,-437.540090,-357.585930,-518.582410,-746.637570,-214.814490,-575.814460,-430.054140,-235.853850,-462.330060,-370.598520,-581.193150
8200,-296.521740,-233.839600,541.166830,738.114420,88.199110,-600.981910,6211.596340,-1433.786610,-1289.469710,853.011540,-18.081490,-2273.196920,2045.003900,411.075640,-90.565250,-2801.759590,95.756420,-236.853680,-2613.144270,-241.912690,23.960320,13.706800,-15.395750,34.431250,-79.764460,-11.520620,0.000000,-1.337700,-19.066510,-33.616300,40.672230,-2.040020,24.233540,71.166700,60.600060,-17.278220,-10.756440,-28.898170,51.988070,10.469110,25.351790,-26.381770,-6.750040,13.126670,21.783520,-1.475520,-3.072520,-19.153590,19.147530,9.601760,-2.818830,0.805650,-6.655890,-1.789250,0.000000,-6.416610,12.857390,7.721600,-3.913810,-13.459720,19583.198100,-12776.164490,-11961.537960,8000.144060,7017.957640,-908.762890,-194.311150,428.574880,-299.664030,-814.586360,-653.568520,-988.136470,-280.866990,363.754830,-1012.502780,100.792970,149.073750,-112.212000,-334.551990,449.682470,-1039.086970,-2331.684660,-1186.180100,-133.613290,-239.643360
8250,914.593670,736.530720,771.759980,826.334230,710.650270,649.627710,262.247800,963.949800,761.413560,1073.092390,854.348260,493.685340,659.482870,805.791900,802.819580,618.809170,844.276980,1034.724440,810.785330,924.768510,-8.625440,-8.017040,-8.669510,23.569330,-67.822950,-16.004780,0.000000,9.524220,-15.654650,-28.498510,43.835410,-45.425830,24.233540,-15.728660,6.290460,-27.381250,-21.109640,-27.738460,-13.183450,-43.840490,-7.233970,-15.519850,-6.750040,-8.597170,-10.802240,-12.337440,-3.072520,-8.291670,19.147530,11.949530,-2.818830,0.805650,-7.734540,-5.815490,0.000000,-7.875260,-8.866450,-3.140320,-6.082650,-9.423400,-3865.908270,237.831050,1070.013480,-2046.224660,-1961.884790,-636.979300,-570.612380,-391.530790,-339.217720,-497.892930,-68.850250,-348.165310,-432.855230,-362.135250,-499.973080,-313.414710,-426.039780,-675.965900,-203.444560,-448.859680,-508.333280,-475.773640,-546.660760,-329.772030,-544.726100
8300,1158.615910,961.567920,802.121950,848.756950,833.478050,924.429450,-1038.067530,1496.516100,1222.426220,1147.108230,1054.938400,1110.316080,313.631050,910.046580,1016.471960,1342.539880,999.209240,1310.148490,1573.513410,1189.748730,-15.699680,-8.197510,-4.667420,21.211250,-52.128390,-18.672840,0.000000,11.882300,-11.170490,-21.772270,39.023430,-52.500070,24.233540,-34.593300,1.015240,-27.381250,-24.564240,-26.147070,-27.331930,-55.630890,-14.308210,-13.161770,-1.175470,-13.313330,-17.876480,-14.695520,-3.072520,-5.933590,19.147530,11.949530,-2.818830,0.805650,-11.475190,4.242280,0.000000,-2.784260,-13.582610,-5.498400,-2.730060,-10.882050,-8991.488830,3141.785140,3874.051700,-4227.448660,-3949.447810,-565.075000,-654.940890,-574.938830,-371.216160,-414.068420,9.110790,-224.751430,-444.475000,-495.633090,-393.093580,-395.464130,-535.290720,-806.898370,-163.759360,-623.405640,-388.588460,-98.125420,-409.306730,-355.832150,-660.085090
8350,920.735050,747.990300,754.249960,830.699700,716.741770,664.363380,295.218870,965.302780,781.490350,1088.299530,857.581340,497.908750,649.848610,838.523780,832.325590,599.464070,835.391390,1034.586900,829.143540,942.701630,-8.548220,-5.813690,-7.903370,23.595070,-42.790180,-16.515540,0.000000,9.498480,-8.502430,-17.770180,35.956490,-45.348610,24.233540,-15.522740,10.550520,-27.381250,-22.180420,-29.321540,-13.029010,-43.711790,-7.156750,-15.545590,-7.320900,-8.545690,-10.725020,-12.311700,-3.072520,-8.317410,19.147530,11.949530,-2.818830,0.805650,-11.475190,-14.194010,0.000000,-15.075120,-8.814970,-3.114580,-8.875490,-7.529460,-3840.621190,254.276310,1002.444990,-2022.415160,-2027.198350,-585.436520,-578.865780,-403.163170,-354.455590,-478.278650,-96.493010,-361.192950,-441.550120,-345.141420,-497.190930,-305.640680,-442.034610,-694.026600,-215.397730,-446.801030,-525.567280,-493.618840,-557.490130,-323.234990,-577.836850
8400,454.407810,336.450490,711.513900,773.539730,482.652400,153.788170,2799.004120,-41.732910,-111.589810,960.557830,476.945240,-593.694850,1287.073390,685.903120,452.466090,-778.159490,553.454380,537.388820,-633.082750,438.194720,4.915300,-1.325850,-3.527420,28.082910,-50.340730,-19.432840,0.000000,5.010640,-10.659730,-21.006130,36.785750,-29.047740,24.233540,20.663920,28.501880,-30.631960,-17.692580,-32.300900,13.536870,-20.480930,6.306770,-20.033430,-3.205080,0.429990,2.738500,-7.823860,-3.072520,-12.805250,19.147530,11.949530,-2.818830,0.805650,-11.475190,-1.846550,0.000000,-7.050550,0.160710,1.373260,-4.759670,-9.072050,5907.270790,-5305.082400,-4288.764090,2128.836840,1787.808940,-725.081130,-392.235170,-77.738320,-389.521920,-655.753490,-366.684170,-626.551970,-410.714760,-93.427550,-732.219780,-149.418230,-225.511680,-438.151250,-272.482880,-89.993790,-757.716950,-1255.205380,-802.284550,-224.322920,-416.336880
8450,559.151860,434.902340,736.055100,805.566080,540.484690,273.667450,2261.478980,189.311450,79.914810,992.410560,561.010810,-343.730580,1159.646380,731.797490,531.568960,-471.837710,618.020860,652.517420,-316.558320,551.678170,1.980460,-2.304130,-13.585190,27.912400,-40.130180,-12.727660,0.000000,9.734820,-7.742430,-16.630180,35.066260,-32.960860,24.233540,11.859400,24.588760,-31.610240,-18.670860,-27.264270,6.688910,-26.350610,3.371930,-19.055150,-3.251510,-1.526570,-0.196340,-8.802140,-3.072520,-11.826970,19.147530,11.949530,-2.818830,0.805650,-11.475190,-1.985840,0.000000,-7.096980,-1.795850,0.394980,-4.806100,-9.072050,3799.350680,-4092.799560,-3135.942980,1223.927840,942.128770,-675.164790,-443.744640,-171.225060,-395.494270,-615.153740,-317.725870,-557.374780,-421.951990,-150.117690,-686.610520,-185.550210,-282.967280,-520.898570,-256.956270,-171.780500,-722.200070,-1090.351060,-784.476220,-252.720060,-447.359650
8500,1122.755970,934.333160,767.856920,932.974490,855.274470,889.870880,-734.468830,1438.285980,1177.419140,1230.866370,1045.364720,938.421180,444.700100,924.633950,1008.384020,1145.527820,969.424500,1251.907990,1452.332190,1179.311450,-14.025800,-7.639550,4.851100,17.241560,-63.598310,-25.018520,0.000000,9.734820,-14.447610,-26.687950,35.360490,-54.620500,24.233540,-36.463500,3.247080,-34.912340,-24.006280,-23.780880,-30.520850,-58.872280,-12.634330,-13.719730,-1.798560,-12.197410,-16.202600,-14.137560,-3.072520,-6.491550,19.147530,11.949530,-2.818830,0.805650,-11.475190,2.373010,0.000000,-5.644030,-12.466690,-4.940440,-3.353150,-9.072050,-7950.360140,2753.133190,3214.351260,-3705.823320,-3746.170360,-588.146630,-642.948150,-553.892030,-388.567820,-460.440610,-41.390130,-316.736000,-449.158200,-417.323460,-400.056310,-410.478150,-554.108340,-822.538820,-180.939890,-645.482980,-460.070260,-162.724410,-511.968630,-407.640250,-639.364320
8550,945.903880,787.155540,764.656250,902.115450,758.677150,702.498630,234.923720,1048.040290,823.926020,1147.104900,891.824040,539.466390,659.058980,867.556560,861.290020,634.412210,867.699300,1064.840890,899.121300,985.444540,-8.908010,-5.933620,-7.496360,24.628000,-20.580300,-16.786880,0.000000,12.792720,-2.156750,-8.251660,40.155500,-49.502710,28.697640,-22.816060,10.070800,-34.912340,-22.300350,-16.796480,-20.285270,-50.342630,-7.516540,-15.425660,-2.270710,-8.785550,-11.084810,-12.431630,-3.072520,-8.197480,19.147530,11.949530,-2.818830,0.805650,-11.475190,0.956560,0.000000,-6.116180,-9.054830,-3.234510,-3.825300,-9.072050,-4216.727530,569.195930,1181.272450,-2129.544000,-2269.964270,-625.471160,-610.786480,-440.277850,-391.071750,-509.388200,-126.426000,-380.257130,-440.968490,-331.996420,-498.357450,-336.898860,-488.867880,-718.780170,-202.258560,-506.028620,-531.157500,-467.165570,-599.884170,-368.710470,-569.304720
8600,716.234200,571.209890,764.668060,844.580170,644.097140,460.089560,1516.340450,496.847930,356.792040,1012.841630,680.465440,13.178650,973.913880,800.127370,638.855070,-26.307960,722.047920,826.508280,158.422680,715.359970,-2.181770,-3.691540,-13.345890,26.870080,-52.154300,-17.663340,0.000000,11.736610,-9.027540,-20.306140,40.155500,-42.776470,28.697640,-4.879420,19.039120,-34.912340,-20.058270,-18.256680,-6.832790,-39.132230,-0.790300,-17.667740,-6.915100,-4.301390,-4.358570,-10.189550,-3.072520,-10.439560,19.147530,11.949530,-2.818830,0.805650,-11.475190,-12.976610,0.000000,-10.760570,-4.570670,-0.992430,-8.469690,-9.072050,835.341720,-2390.624550,-1487.730250,-49.074800,-278.165910,-644.378050,-534.808110,-307.878560,-435.634460,-564.339690,-262.100670,-465.452340,-423.729260,-214.516040,-640.337760,-242.584000,-368.290900,-592.270910,-243.742520,-307.819390,-645.587380,-859.634280,-722.220320,-306.236990,-485.308210
8650,581.115080,441.698980,767.453280,808.687330,588.899040,314.485570,2277.733410,149.995480,60.352920,918.137690,548.485710,-296.133500,1167.142270,769.810640,504.643830,-402.634660,635.201570,662.791610,-276.563230,549.473970,1.820320,-2.357510,-20.610640,28.204110,-51.736430,-14.757440,0.000000,11.736610,-8.981110,-20.213280,40.155500,-38.774380,28.697640,5.792820,24.375240,-34.912340,-18.724240,-29.091060,1.171390,-32.462080,3.211790,-23.791770,-2.682870,-5.244200,-2.475870,-12.541420,-3.072520,-11.773590,19.171580,11.949530,1.551440,1.084300,-11.475190,-0.279920,0.000000,-6.528340,-1.902610,-0.026280,-4.237460,-9.072050,3891.061590,-4161.273600,-3094.344200,1197.847040,925.324070,-646.778750,-501.139180,-245.833620,-450.596430,-614.991930,-341.245260,-519.138880,-411.943810,-160.059380,-683.841920,-175.652440,-322.154440,-540.404490,-280.240150,-179.987460,-724.917000,-1086.064450,-775.389860,-249.913430,-432.133760
8700,699.863500,555.558990,778.971990,851.865310,648.130890,438.108220,1677.445860,414.783960,284.279300,979.755220,664.381750,-24.490860,1017.795320,818.064770,615.768480,-88.356160,708.970240,797.404330,88.763060,696.839220,-1.415630,-3.436160,-18.249890,27.125460,-64.812980,-15.701740,0.000000,11.736610,-10.434060,-23.119180,40.155500,-42.010330,28.697640,-2.836380,20.060640,-34.912340,-19.802890,-30.576750,-5.300510,-37.855330,-0.075430,-21.634470,-1.408060,-2.872160,-4.746230,-13.620070,-1.040960,-10.694940,20.291340,11.949530,0.472790,-0.374350,-11.475190,3.544510,0.000000,-5.253530,-4.059910,-0.026280,-2.962650,-9.072050,1435.637640,-2736.891420,-1788.841540,193.710720,-55.786060,-627.903330,-558.586920,-316.051000,-451.354870,-591.652360,-298.575320,-491.165250,-420.781250,-225.450970,-627.679680,-227.353320,-367.821200,-605.177870,-257.270480,-285.990380,-666.422530,-892.038090,-740.606220,-295.043320,-494.558720
8750,556.523910,418.139940,780.026040,803.167080,587.111620,269.535260,2521.460220,31.079940,-48.696270,871.302900,512.910080,-363.815180,1230.457310,768.944160,467.457530,-498.779440,606.042990,636.272370,-390.274510,501.286460,2.960320,-1.977510,4.972060,28.584110,-60.563630,-24.990520,0.000000,11.736610,-9.961910,-22.174880,40.155500,-37.634380,28.697640,8.832820,25.895240,-34.912340,-18.344240,-34.525950,3.451390,-30.562080,2.172450,-30.901770,-3.158060,0.045140,-1.468040,-15.273630,-2.499610,-14.827100,16.951340,11.949530,-4.548560,2.978240,-11.475190,-1.705490,0.000000,-7.003530,-4.333100,-1.248350,-4.712650,-9.072050,4842.718020,-4681.225380,-3593.713130,1614.645840,1303.970430,-645.072110,-531.016090,-257.576240,-441.995190,-669.755890,-382.697750,-543.174460,-414.715410,-154.092050,-712.336380,-153.047190,-289.932060,-524.443470,-272.562520,-174.051570,-742.167790,-1156.629250,-789.482310,-250.887540,-447.872350
8800,901.485500,743.341170,794.545300,941.585770,737.745470,661.664400,584.580070,911.624460,732.315840,1128.074920,858.842580,447.689980,755.844220,892.828100,816.811220,474.177030,851.759460,1036.717500,751.887980,955.339360,-7.097450,-5.330100,-16.189090,25.231520,-18.764120,-16.526060,0.000000,11.736610,-5.317520,-12.886100,40.155500,-47.692150,28.697640,-17.987900,12.484880,-34.912340,-21.696830,-31.378230,-16.664150,-47.325030,-7.885320,-20.844000,-6.321240,-6.660040,-8.173220,-15.273630,4.754250,-8.121920,20.303930,11.949530,-4.548560,-3.167190,-11.475190,-11.195030,0.000000,-10.166710,-7.685690,2.104240,-7.875830,-9.072050,-2990.346420,-218.928090,520.437560,-1632.585250,-1838.522980,-623.770010,-595.105600,-425.066660,-406.612340,-543.203250,-231.207620,-415.034960,-440.655690,-339.979220,-551.345810,-307.394440,-466.207630,-723.306940,-221.388550,-474.421900,-572.330620,-556.288270,-636.292430,-373.420660,-603.305220
8850,287.020190,151.685860,733.362380,705.463840,492.979680,-51.017240,4161.398460,-743.875810,-739.385340,620.286260,242.535600,-1032.202010,1640.805030,682.152770,168.388550,-1311.000270,407.076180,274.682910,-1311.613030,65.797580,11.338840,0.815330,-22.563140,31.376950,-56.854190,-13.976440,0.000000,11.736610,-9.549750,-21.350560,40.155500,-29.255860,28.697640,31.175540,37.066600,-34.912340,-15.551400,-31.451280,20.208430,-16.597880,10.550970,-36.136540,-2.618060,5.630820,4.117640,-15.273630,-7.536610,-20.412780,14.158500,11.949530,-4.548560,1.580020,-11.475190,-0.085490,0.000000,-6.463530,-1.540260,-4.041190,-4.172650,-9.072050,11514.328910,-8402.710760,-7072.506830,4403.193950,3939.236420,-652.085620,-447.891280,-147.526970,-442.584910,-747.515250,-555.065410,-697.129060,-405.025450,-41.952640,-807.827760,-0.795100,-139.840020,-406.981350,-330.038570,34.441120,-878.889360,-1653.626960,-914.751860,-164.496830,-342.904740
8900,716.281160,557.354640,783.273010,869.073660,661.494270,445.473650,1777.346560,375.818480,252.695060,974.638380,659.332750,-23.920260,1055.483620,840.588130,616.595670,-105.906030,733.351920,793.222190,87.513580,681.081690,-1.008620,-3.300490,-14.525570,27.261130,-73.044630,-18.949210,0.000000,11.736610,-15.594180,-23.900180,40.155500,-41.381000,28.697640,1.510850,20.603320,-34.635980,-19.667220,-34.352460,-7.289470,-35.958650,-1.796490,-27.904900,-1.603460,-6.843800,-3.600560,-15.273630,0.882050,-12.181140,18.274320,11.949530,-4.548560,1.580020,-11.475190,2.958310,0.000000,-5.448930,-10.149060,0.074630,-3.158050,-9.072050,1752.191340,-2920.438520,-1976.414320,341.463970,38.201480,-618.998150,-563.432570,-324.605610,-439.479670,-624.285220,-343.265380,-500.002080,-444.000890,-239.290730,-651.785260,-237.850500,-370.145810,-613.927490,-265.973540,-329.965800,-666.589680,-935.682860,-734.257330,-292.411840,-538.298520
